finding_id,is_on_topic,reasoning_note
finding-752,1,Russian propaganda commentary on Kyiv regime
finding-767,1,Kremlin condition for new trilateral talks
finding-771,1,Soviet WWII soldier reburial in Germany — Victory Day commemoration
finding-772,1,Ukraine drones at Russia after ceasefire takes effect
finding-778,1,Russia accuses Ukraine of stepping up Zaporizhzhia nuclear plant strikes
finding-946,0,Turkish footballer Yusuf Yazıcı's cruciate ligament injury
finding-952,1,Armenia-EU endorsement in context of Russia-Ukraine tensions and Zelensky's Yerevan visit
finding-953,1,Central Asian sanctions-busting that aids Russia's war machine
finding-959,0,Kazakhstan OPEC oil-quota decision
finding-991,1,drone crash sparks forest fire in Chernobyl exclusion zone amid Ukrainian drone campaign
finding-1134,1,Spanish analysis of Russian military command purges' impact on war capability
finding-1190,1,Germany condemns Russian threats over May 9 ceasefire context
finding-1213,0,global perception poll: US under Trump vs Russia — survey story
finding-1234,1,Zelensky warning on parade attendance amid Russian threats
finding-1258,0,India's post-Operation Sindoor military procurement strategy
finding-1322,0,Russia returning to international sport competition in Australia
finding-1359,1,French report on humanitarian crisis in Kherson under Russian occupation
finding-1379,1,Russia halts 13 airports after Ukrainian drone hit on air-nav centre
finding-1396,1,Conversation analysis of pared-down Victory parade as war-not-going-to-plan signal
