finding_id,is_on_topic,reasoning_note
finding-49,0,"Ukraine ready work Baltic Finland airspace security"
finding-655,0,"Victory Day Europe pro-Ukraine provocations scuffles"
finding-709,0,"Bloqueo tratado pandemias OMS hantavirus"
finding-635,0,"Iran's new atomic bomb US policy pushed brink"
finding-135,0,"Umerov leader-level meeting formats US end war Zelensky"
finding-152,1,"Russians shell 13 settlements Kherson region two killed — direct during truce"
finding-1182,0,"Guerre Moyen-Orient États-Unis exigences déraisonnables Trump Iran"
finding-28,0,"US total defeat war against Iran Kagan strategic"
finding-608,0,"Sokurov Venice Biennale conference cancelled"
finding-955,0,"Reino Unido sanciona 85 personas entidades rusas"
finding-212,0,"Irã envia resposta a proposta de paz EUA"
finding-1021,0,"Irán no cede negociaciones EE.UU. Trump"
finding-1193,0,"Kallas rejects Schröder Russia-Ukraine negotiator"
finding-564,0,"Iran übermittelt Antwort US-Vorschlag Verhandlungen"
finding-1167,0,"Ukraine identification rapatriement enfants volés"
finding-923,1,"Rússia Ucrânia trocam acusações cessar-fogo Trump risco três dias — direct"
finding-810,0,"Kazakhstan sticking with OPEC Kremlin"
finding-620,0,"EU Ukraine war compensation Russian frozen assets Canada"
finding-1197,0,"French cinema spooked by far right podcast"
finding-496,0,"Tajani negoziatore Europa Russia"
finding-613,0,"Нарва эстонский город 9 мая граничит Ивангородом"
finding-490,0,"No comment after Schröder named by Putin Ukraine talks"
finding-39,0,"Trump rebuffs Iranian response latest US proposal end war"
finding-245,0,"La guerra sigue Trump Irán rechazan paz uranio"
finding-76,0,"Iran demands sovereignty Hormuz counterproposal US"
finding-897,0,"Petróleo Trump iraniana inaceitável abre alta"
finding-548,0,"Iran wehrt sich gegen Kritik Trump Vorschlag legitim"
finding-532,0,"Trump Iran totally unacceptable French-British Hormuz"
finding-44,0,"Turkish Egyptian foreign ministers Iran-US negotiations"
finding-589,0,"Ukraine армейская реформа Зеленский Федоров"
finding-484,0,"Iran war Trump rejects proposal end conflict"
finding-545,0,"Ukrainische Infanterie 130 Tage Todeszone Front"
finding-573,0,"Trump Antwort Iran völlig inakzeptabel"
finding-304,0,"Trump rejects unacceptable Iranian terms ending war"
finding-598,0,"Трамп ответ Ирана неприемлемым мирное"
finding-558,0,"Trump findet Irans Antwort völlig inakzeptabel US-Vorschlag"
finding-450,0,"Trump Iran totally unacceptable ceasefire frays Gulf"
finding-159,0,"Drone operators destroy Russian flag Kostiantynivka"
finding-121,0,"Trump Tehran Qatari tanker transit overnight"
finding-652,0,"Estonia Ukraine drone control NATO"
finding-1156,0,"Israel-Lebanon ceasefire CrisisWatch Hizbollah"
finding-148,1,"Five injured Russian attacks Kharkiv region past day — direct during truce"
finding-139,1,"Ukraine Khartiia units improve tactical position Vovchansk axis — direct per summary"
finding-323,0,"Iran describes proposal end war US legitimate naval blockade"
finding-449,0,"Middle East crisis live Trump rejects Iran response"
finding-1044,0,"Japan send officials Russia protect business assets"
finding-621,0,"EU Ukraine reject Schroeder mediator peace"
finding-56,0,"Azerbaijani Aliyev EU border observers Armenia"
finding-643,0,"Iran's response US peace terms totally unacceptable Trump"
finding-142,0,"New EU sanctions against Russia expected early summer"
finding-588,0,"UK санкции Институт развития интернета"
finding-1149,0,"Türkiye distinctive course Middle East shaky truce"
finding-596,0,"Касперская Цифровое сопротивление InfoWatch"
finding-3,0,"Iran says US unreasonable demands negotiations Hormuz"
finding-647,0,"Fico EU pivot Russian fuel Slovak LNG"
finding-637,0,"Iran-Israel tensions pirates Hormuz blockade"
finding-550,0,"Pistorius Waffensysteme Ukraine bauen"
finding-251,0,"Trump arremete Irán Obama Biden uranio"
finding-288,0,"Iran legitimate demands rejected Trump totally"
finding-468,0,"NPR morning brief multi-topic Trump Iran China"
finding-823,0,"Trump rejects Iran peace terms Tehran new attacks"
finding-1180,0,"Arabie saoudite Iran-USA-Israël tenir distance"
finding-779,0,"Hizbullah İsrail 40 ülke Hürmüz askeri"
finding-129,0,"Trump calls Iran response US peace proposal unacceptable"
finding-594,0,"Politico EU sanctions Кирилл патриарх"
finding-610,0,"Россия концепция исторического просвещения"
finding-664,0,"Trump considera Irán inaceptable propuesta"
finding-502,0,"Iran China AI Trump legacy week"
finding-786,0,"Trump Hamaney noktaları krize"
finding-65,0,"Iran proposal legitimate and generous"
finding-137,0,"War initiative shifted Ukraine favor first time three years analysis"
finding-693,0,"PP Galicia tránsfugas Rueda Lugo"
finding-32,0,"Trump's deadly trap rejecting Iran's proposal"
finding-816,0,"Iran demands end war release frozen assets response US"
finding-615,0,"ВШЭ кухаркиных детях концепция"
finding-145,0,"Ukraine firmly rejects Schröder as EU negotiator Sybiha"
finding-69,0,"Iran executes man accused spying CIA Mossad"
finding-599,0,"Мария Алехина Pussy Riot эмиграция"
finding-1176,0,"UE ministres européens entretiennent homologue syrien"
finding-400,0,"Korea JoongAng editorial NK Russia Victory Day parade"
finding-59,0,"Qatar Saudi de-escalation US-Iran conflict"
finding-70,0,"Iran US World Cup visas players"
finding-1032,0,"Corea Sur OTAN cooperación interoperabilidad"
finding-246,0,"Iran condiciones FIFA Mundial 2026"
finding-62,0,"Netanyahu hints US troop deployment Iran CBS"
finding-624,0,"German defense minister Kyiv joint arms production"
finding-10,0,"Vatican standing up to Trump Kim Daniels"
finding-412,0,"Trump calls Iran totally unacceptable Hormuz"
finding-856,0,"Ataques comunidades judaicas guerra híbrida Europa"
finding-149,0,"EU sanctions Russia abduction Ukrainian children"
finding-921,0,"PM USP greve desocupação reitoria"
finding-141,0,"Germany expand joint deep strike weapons Ukraine"
finding-607,0,"ФБК Иван Жданов интервью"
finding-52,0,"Israeli artillery shelling near power station Lebanon Nabatieh"
finding-941,0,"USP não avisada desocupação reitoria"
finding-865,0,"Vorcaro BC cartilha contratos"
finding-472,0,"Trump rejects Iran's latest response US ceasefire"
finding-653,0,"US troops Germany Poland Trump Berlin"
finding-235,0,"EU y China negocian Trump Xi reunión comercial"
finding-801,0,"Qingdao connects China to Caucasus"
finding-46,0,"Iran war not over until uranium removed Netanyahu"
finding-276,0,"Iran Hangs Man Convicted Spying Mossad US"
finding-595,0,"CNN US разведывательная авиация Куба"
finding-1150,0,"CrisisWatch ICG On Our Radar weekly"
finding-707,0,"Mundial más caro entradas FIFA"
finding-580,0,"Umfrage hohe Preise Energieverbrauch Irankrieg"
finding-163,0,"Rain and thunderstorms Ukraine next week"
